R	Z
0.16738775	0.005714285
0.16738775	0.006122449
0.16738775	0.006530612
0.16738775	0.006938775
0.16738775	0.007346939
0.16738775	0.0077551017
0.16738775	0.008163265
0.16738775	0.008571428
0.16738775	0.008979592
0.16738775	0.009387755
0.16738775	0.009795918
0.16738775	0.010204081
0.16738775	0.010612245
0.16738775	0.011020407
0.16738775	0.01142857
0.16738775	0.011836735
0.16738775	0.012244898
0.16738775	0.012653061
0.16738775	0.013061225
0.16738775	0.013469388
0.16738775	0.013877551
0.16738775	0.014285714
0.16738775	0.014693878
0.16738775	0.01510204
0.16738775	0.015510203
0.16738775	0.015918367
0.16738775	0.01632653
0.16738775	0.016734693
0.16738775	0.017142856
0.16738775	0.01755102
0.16738775	0.017959183
0.16738775	0.018367346
0.16738775	0.01877551
0.16738775	0.019183673
0.16738775	0.019591836
0.16738775	0.02
0.16809183	0.0
0.16809183	0.00040816324
0.16809183	0.0008163265
0.16809183	0.0012244898
0.16809183	0.001632653
0.16809183	0.0020408162
0.16809183	0.0024489795
0.16809183	0.0028571426
0.16809183	0.003265306
0.16809183	0.0036734694
0.16809183	0.0040816325
0.16809183	0.004489796
0.16809183	0.004897959
0.16809183	0.0053061224
0.16809183	0.005714285
0.16809183	0.006122449
0.16809183	0.006530612
0.16809183	0.006938775
0.16809183	0.007346939
0.16809183	0.0077551017
0.16809183	0.008163265
0.16809183	0.008571428
0.16809183	0.008979592
0.16809183	0.009387755
0.16809183	0.009795918
0.16809183	0.010204081
0.16809183	0.010612245
0.16809183	0.011020407
0.16809183	0.01142857
0.16809183	0.011836735
0.16809183	0.012244898
0.16809183	0.012653061
0.16809183	0.013061225
0.16809183	0.013469388
0.16809183	0.013877551
0.16809183	0.014285714
0.16809183	0.014693878
0.16809183	0.01510204
0.16809183	0.015510203
0.16809183	0.015918367
0.16809183	0.01632653
0.16809183	0.016734693
0.16809183	0.017142856
0.16809183	0.01755102
0.16809183	0.017959183
0.16809183	0.018367346
0.16809183	0.01877551
0.16809183	0.019183673
0.16809183	0.019591836
0.16809183	0.02
0.16879593	0.0
0.16879593	0.00040816324
0.16879593	0.0008163265
0.16879593	0.0012244898
0.16879593	0.001632653
0.16879593	0.0020408162
0.16879593	0.0024489795
0.16879593	0.0028571426
0.16879593	0.003265306
0.16879593	0.0036734694
0.16879593	0.0040816325
0.16879593	0.004489796
0.16879593	0.004897959
0.16879593	0.0053061224
0.16879593	0.005714285
0.16879593	0.006122449
0.16879593	0.006530612
0.16879593	0.006938775
0.16879593	0.007346939
0.16879593	0.0077551017
0.16879593	0.008163265
0.16879593	0.008571428
0.16879593	0.008979592
0.16879593	0.009387755
0.16879593	0.009795918
0.16879593	0.010204081
0.16879593	0.010612245
0.16879593	0.011020407
0.16879593	0.01142857
0.16879593	0.011836735
0.16879593	0.012244898
0.16879593	0.012653061
0.16879593	0.013061225
0.16879593	0.013469388
0.16879593	0.013877551
0.16879593	0.014285714
0.16879593	0.014693878
0.16879593	0.01510204
0.16879593	0.015510203
0.16879593	0.015918367
0.16879593	0.01632653
0.16879593	0.016734693
0.16879593	0.017142856
0.16879593	0.01755102
0.16879593	0.017959183
0.16879593	0.018367346
0.16879593	0.01877551
0.16879593	0.019183673
0.16879593	0.019591836
0.16879593	0.02
0.16950001	0.0
0.16950001	0.00040816324
0.16950001	0.0008163265
0.16950001	0.0012244898
0.16950001	0.001632653
0.16950001	0.0020408162
0.16950001	0.0024489795
0.16950001	0.0028571426
0.16950001	0.003265306
0.16950001	0.0036734694
0.16950001	0.0040816325
0.16950001	0.004489796
0.16950001	0.004897959
0.16950001	0.0053061224
0.16950001	0.005714285
0.16950001	0.006122449
0.16950001	0.006530612
0.16950001	0.006938775
0.16950001	0.007346939
0.16950001	0.0077551017
0.16950001	0.008163265
0.16950001	0.008571428
0.16950001	0.008979592
0.16950001	0.009387755
0.16950001	0.009795918
0.16950001	0.010204081
0.16950001	0.010612245
0.16950001	0.011020407
0.16950001	0.01142857
0.16950001	0.011836735
0.16950001	0.012244898
0.16950001	0.012653061
0.16950001	0.013061225
0.16950001	0.013469388
0.16950001	0.013877551
0.16950001	0.014285714
0.16950001	0.014693878
0.16950001	0.01510204
0.16950001	0.015510203
0.16950001	0.015918367
0.16950001	0.01632653
0.16950001	0.016734693
0.16950001	0.017142856
0.16950001	0.01755102
0.16950001	0.017959183
0.16950001	0.018367346
0.16950001	0.01877551
0.16950001	0.019183673
0.16950001	0.019591836
0.16950001	0.02
